"id","region","problem1","party","days_a_week_news","left_right","membership_eu","sex","birth_year","social_class","urban","religion","wealth","newspaper"
740,"East of England","Economic Conditions","Liberal Democrats","7",3,"Bad thing","Male",1960,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",5,"kings lynn advertiser"
741,"London","Unemployment","[NONE]","7",5,"Bad thing","Female",1947,"Middle class","Large town or city","Church of England",4,"daily mail"
741,"London","Unemployment","[NONE]","7",5,"Bad thing","Female",1947,"Middle class","Large town or city","Church of England",4,"daily express"
742,"West Midlands","Debt (public debt of a state, a community etc.)","Conservatives","7",9,"Bad thing","Male",1953,"Middle class","Rural area or village","No, do not belong to a denomination",6,"the financial times"
742,"West Midlands","Debt (public debt of a state, a community etc.)","Conservatives","7",9,"Bad thing","Male",1953,"Middle class","Rural area or village","No, do not belong to a denomination",6,"daily mail"
743,"South East","Political Authority: Strong Government, Government Stability","[NONE]","7",5,"Bad thing","Male",1931,"Middle class","Large town or city","No, do not belong to a denomination",5,"Don't read newspapers"
744,"South West","National Crime prevention policy(ies)","[DK]","7",5,"Bad thing","Male",1939,"Working class","Small or middle-sized town","Protestant",3,"sun"
745,"West Midlands","Immigration","[NONE]","7",5,"Bad thing","Female",1941,"Working class","Small or middle-sized town","Church of England",4,"sun"
746,"South West","[REFUSED]","[NAP]","4",7,"Neither","Male",1959,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",2,"local paper"
747,"South West","Unemployment","UK Independence Party (UKIP)","7",7,"Bad thing","Female",1954,"Working class","Large town or city","No, do not belong to a denomination",5,"the evening harold"
748,"East Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","7",8,"Bad thing","Male",1963,"Working class","Large town or city","No, do not belong to a denomination",3,"sun"
748,"East Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","7",8,"Bad thing","Male",1963,"Working class","Large town or city","No, do not belong to a denomination",3,"daily express"
749,"West Midlands","Immigration","UK Independence Party (UKIP)","7",0,"Bad thing","Male",1937,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",6,"daily mail"
749,"West Midlands","Immigration","UK Independence Party (UKIP)","7",0,"Bad thing","Male",1937,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",6,"daily express"
750,"South East","Social Justice","[NONE]","7",5,"Bad thing","Female",1961,"Middle class","Rural area or village","No, do not belong to a denomination",6,"the times"
751,"East of England","Single Market/Common market","UK Independence Party (UKIP)","7",4,"Bad thing","Male",1936,"Middle class","Suburbs of large town or city","Church of England",5,"Don't read newspapers"
752,"East of England","Immigration","[NONE]","7",5,"Bad thing","Male",1959,"Working class","Large town or city","No, do not belong to a denomination",5,"Don't read newspapers"
753,"South West","Immigration","Liberal Democrats","5",5,"Neither","Female",1976,"Middle class","Small or middle-sized town","Church of England",6,"dorset echo"
754,"North West","Debt (public debt of a state, a community etc.)","Conservatives","7",8,"Bad thing","Male",1970,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"daily telegraph"
755,"North West","Unemployment","UK Independence Party (UKIP)","7",8,"Bad thing","Male",1953,"Working class","Suburbs of large town or city","No, do not belong to a denomination",4,"sun"
756,"South West","Any other topic","[NONE]","5",4,"Bad thing","Female",1965,"[Refused to be classified]","Small or middle-sized town","Baptist",4,"Don't read newspapers"
757,"South East","Immigration","[NONE]","7",5,"Bad thing","Female",1956,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"daily mail"
758,"East Midlands","Immigration","Conservatives","2",5,"Good thing","Female",1968,"Working class","Rural area or village","Church of England",4,"daily mail"
759,"South East","Immigration","[DK]","7",6,"Bad thing","Male",1957,"Middle class","Small or middle-sized town","No, do not belong to a denomination",4,"sun"
759,"South East","Immigration","[DK]","7",6,"Bad thing","Male",1957,"Middle class","Small or middle-sized town","No, do not belong to a denomination",4,"daily telegraph"
760,"North East","Immigration","British National Party (BNP)","7",5,"Neither","Male",1975,"Lower middle class","Small or middle-sized town","Protestant",5,"the times"
760,"North East","Immigration","British National Party (BNP)","7",5,"Neither","Male",1975,"Lower middle class","Small or middle-sized town","Protestant",5,"daily express"
760,"North East","Immigration","British National Party (BNP)","7",5,"Neither","Male",1975,"Lower middle class","Small or middle-sized town","Protestant",5,"independent on sunday"
761,"East Midlands","Single Market/Common market","UK Independence Party (UKIP)","7",5,"Bad thing","Female",1965,"Working class","Large town or city","No, do not belong to a denomination",4,"daily telegraph"
761,"East Midlands","Single Market/Common market","UK Independence Party (UKIP)","7",5,"Bad thing","Female",1965,"Working class","Large town or city","No, do not belong to a denomination",4,"the times"
762,"South East","Debt (public debt of a state, a community etc.)","Conservatives","7",5,"Bad thing","Female",1943,"Middle class","Small or middle-sized town","Church of England",4,"daily telegraph"
762,"South East","Debt (public debt of a state, a community etc.)","Conservatives","7",5,"Bad thing","Female",1943,"Middle class","Small or middle-sized town","Church of England",4,"daily mail"
763,"North West","Debt (public debt of a state, a community etc.)","Labour","7",2,"Bad thing","Male",1965,"Working class","Small or middle-sized town","Church of England",4,"sun"
763,"North West","Debt (public debt of a state, a community etc.)","Labour","7",2,"Bad thing","Male",1965,"Working class","Small or middle-sized town","Church of England",4,"the star"
764,"North West","Economic Conditions","Conservatives","7",5,"Good thing","Male",1969,"Upper middle class","Small or middle-sized town","Roman Catholic",7,"the times"
764,"North West","Economic Conditions","Conservatives","7",5,"Good thing","Male",1969,"Upper middle class","Small or middle-sized town","Roman Catholic",7,"the financial times"
765,"Scotland","Unemployment","Solidarity – Scotlands Socialist Movement","7",0,"Bad thing","Male",1966,"Working class","Small or middle-sized town","No, do not belong to a denomination",2,"local paper"
766,"East of England","Any other topic","[NONE]","7",5,"Neither","Female",1939,"Middle class","Rural area or village","Roman Catholic",4,"daily mail"
767,"South West","Immigration","[NONE]","7",7,"Bad thing","Female",1960,"Lower middle class","Large town or city","Church of England",3,"news of the world"
767,"South West","Immigration","[NONE]","7",7,"Bad thing","Female",1960,"Lower middle class","Large town or city","Church of England",3,"the daily mirror"
767,"South West","Immigration","[NONE]","7",7,"Bad thing","Female",1960,"Lower middle class","Large town or city","Church of England",3,"sunday mirror"
767,"South West","Immigration","[NONE]","7",7,"Bad thing","Female",1960,"Lower middle class","Large town or city","Church of England",3,"the citizan"
768,"West Midlands","Economic Conditions","Conservatives","7",5,"Good thing","Male",1942,"Upper middle class","Rural area or village","Church of England",4,"the mirror"
768,"West Midlands","Economic Conditions","Conservatives","7",5,"Good thing","Male",1942,"Upper middle class","Rural area or village","Church of England",4,"a review"
768,"West Midlands","Economic Conditions","Conservatives","7",5,"Good thing","Male",1942,"Upper middle class","Rural area or village","Church of England",4,"the observer"
769,"Wales","Economic Conditions","[REFUSED]","7",6,"Bad thing","Female",1941,"Middle class","Suburbs of large town or city","Other",6,"the times"
769,"Wales","Economic Conditions","[REFUSED]","7",6,"Bad thing","Female",1941,"Middle class","Suburbs of large town or city","Other",6,"daily mail"
770,"West Midlands","Debt (public debt of a state, a community etc.)","[DK]","7",77,"Bad thing","Male",1927,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",6,"daily telegraph"
771,"East of England","Debt (public debt of a state, a community etc.)","[DK]","7",4,"Good thing","Male",1951,"Middle class","Rural area or village","No, do not belong to a denomination",5,"the times"
771,"East of England","Debt (public debt of a state, a community etc.)","[DK]","7",4,"Good thing","Male",1951,"Middle class","Rural area or village","No, do not belong to a denomination",5,"eastern daily press"
771,"East of England","Debt (public debt of a state, a community etc.)","[DK]","7",4,"Good thing","Male",1951,"Middle class","Rural area or village","No, do not belong to a denomination",5,"the observer"
772,"Wales","Unemployment","[NONE]","7",0,"Bad thing","Female",1947,"Working class","Suburbs of large town or city","Roman Catholic",4,"the western mail"
773,"West Midlands","Immigration","[DK]","7",8,"Bad thing","Female",1948,"Middle class","Rural area or village","No, do not belong to a denomination",3,"sun"
773,"West Midlands","Immigration","[DK]","7",8,"Bad thing","Female",1948,"Middle class","Rural area or village","No, do not belong to a denomination",3,"the mirror"
774,"South West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","4",6,"Bad thing","Male",1953,"Working class","Rural area or village","No, do not belong to a denomination",5,"Don't read newspapers"
775,"South West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",10,"Bad thing","Male",1945,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",7,"Don't read newspapers"
776,"Yorkshire and The Humber","[REFUSED]","[NAP]","7",5,"Neither","Female",1973,"Working class","Rural area or village","No, do not belong to a denomination",4,"sun"
777,"Wales","Religion","[NONE]","7",88,"Bad thing","Female",1941,"Working class","Small or middle-sized town","Presbyterian/Church of Scotland",5,"daily mail"
777,"Wales","Religion","[NONE]","7",88,"Bad thing","Female",1941,"Working class","Small or middle-sized town","Presbyterian/Church of Scotland",5,"western mail"
777,"Wales","Religion","[NONE]","7",88,"Bad thing","Female",1941,"Working class","Small or middle-sized town","Presbyterian/Church of Scotland",5,"daily express"
778,"South East","Immigration","UK Independence Party (UKIP)","7",5,"Bad thing","Female",1948,"Middle class","Small or middle-sized town","No, do not belong to a denomination",3,"sun"
778,"South East","Immigration","UK Independence Party (UKIP)","7",5,"Bad thing","Female",1948,"Middle class","Small or middle-sized town","No, do not belong to a denomination",3,"daily mail"
779,"Scotland","Law and Order (code this if you cannot use specific codes)","[NONE]","7",5,"Good thing","Female",1960,"Working class","Large town or city","No, do not belong to a denomination",4,"sun"
779,"Scotland","Law and Order (code this if you cannot use specific codes)","[NONE]","7",5,"Good thing","Female",1960,"Working class","Large town or city","No, do not belong to a denomination",4,"scotish daily mirror"
780,"London","Young People (policies aimed at, treatment)","Conservatives","7",5,"Good thing","Female",1941,"Lower middle class","Small or middle-sized town","Roman Catholic",5,"daily telegraph"
781,"East of England","Unemployment","[NONE]","5",6,"Neither","Male",1961,"Working class","Rural area or village","No, do not belong to a denomination",3,"daily express"
782,"East Midlands","Economic Conditions","Conservatives","7",5,"Good thing","Female",1978,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",4,"sunday express"
783,"South East","Welfare State (code this if you cannot use specific codes)","[NONE]","7",6,"Neither","Female",1977,"Working class","Rural area or village","No, do not belong to a denomination",5,"sun"
784,"South West","Immigration","[NONE]","7",5,"Bad thing","Male",7777,"Working class","Small or middle-sized town","No, do not belong to a denomination",2,"daily telegraph"
784,"South West","Immigration","[NONE]","7",5,"Bad thing","Male",7777,"Working class","Small or middle-sized town","No, do not belong to a denomination",2,"guardian"
784,"South West","Immigration","[NONE]","7",5,"Bad thing","Male",7777,"Working class","Small or middle-sized town","No, do not belong to a denomination",2,"the express and echo"
785,"North West","Economic Conditions","Conservatives","4",8,"Bad thing","Female",1934,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"guardian"
786,"Wales","Immigration","[DK]","0",8,"Bad thing","Female",7777,"[Refused to be classified]","[REFUSED]","[REFUSED]",77,"daily express"
787,"North East","Immigration","UK Independence Party (UKIP)","5",88,"Bad thing","Female",1956,"Lower middle class","Small or middle-sized town","Methodist",3,"Don't read newspapers"
788,"North West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","6",6,"Bad thing","Male",1955,"Working class","Large town or city","Church of England",4,"Don't read newspapers"
789,"East of England","Economic Conditions","[DK]","7",5,"Bad thing","Female",1949,"Working class","Large town or city","Church of England",4,"Don't read newspapers"
790,"South West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Green Party","4",10,"Neither","Female",1956,"Working class","Suburbs of large town or city","No, do not belong to a denomination",3,"Don't read newspapers"
791,"South East","Economic Conditions","Labour","7",4,"Good thing","Male",1963,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
792,"Wales","Effects of financial crisis on domestic/ EU/ global economy. ","Labour","7",5,"Neither","Male",1952,"Lower middle class","Small or middle-sized town","Church of England",5,"the mirror"
793,"South East","Economic Conditions","Conservatives","5",8,"Good thing","Female",1975,"Working class","Small or middle-sized town","Roman Catholic",5,"Don't read newspapers"
794,"West Midlands","Democratic role of political parties","[NONE]","7",4,"Neither","Male",1953,"Working class","Rural area or village","No, do not belong to a denomination",6,"the burton daily mail"
795,"North East","Effects of financial crisis on domestic/ EU/ global economy. ","[NONE]","2",5,"Neither","Female",1962,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",3,"shieids gezzet"
796,"North East","Any other topic","Labour","7",10,"Good thing","Female",1971,"Working class","Large town or city","Roman Catholic",5,"Don't read newspapers"
797,"Scotland","Unemployment","[DK]","2",5,"Neither","Female",1981,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"Don't read newspapers"
798,"North East","Effects of financial crisis on domestic/ EU/ global economy. ","[NONE]","7",5,"Neither","Female",1981,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
799,"West Midlands","Unemployment","[DK]","7",0,"Neither","Female",1952,"Working class","Small or middle-sized town","No, do not belong to a denomination",3,"daily mail"
800,"Wales","Effects of financial crisis on domestic/ EU/ global economy. ","Conservatives","7",5,"Neither","Female",1937,"Working class","Small or middle-sized town","Methodist",3,"daily mail"
801,"Scotland","Unemployment","[NONE]","2",5,"Bad thing","Male",1948,"Working class","Rural area or village","Protestant",4,"daily record"
801,"Scotland","Unemployment","[NONE]","2",5,"Bad thing","Male",1948,"Working class","Rural area or village","Protestant",4,"sunday mail"
802,"East of England","[REFUSED]","[NAP]","7",5,"Neither","Female",1978,"Working class","Large town or city","No, do not belong to a denomination",3,"Don't read newspapers"
803,"West Midlands","Unemployment","[DK]","7",5,"Bad thing","Female",1980,"Working class","Large town or city","No, do not belong to a denomination",4,"the sentinel"
804,"South West","Unemployment","[DK]","4",8,"Neither","Female",1925,"Middle class","Rural area or village","Roman Catholic",6,"evening advertiser"
805,"West Midlands","Culture (code this if you cannot use specific codes)","[NAP]","1 Day",5,"Good thing","Female",1968,"Upper middle class","Rural area or village","No, do not belong to a denomination",6,"the independent"
805,"West Midlands","Culture (code this if you cannot use specific codes)","[NAP]","1 Day",5,"Good thing","Female",1968,"Upper middle class","Rural area or village","No, do not belong to a denomination",6,"the worcester news"
806,"North East","Unemployment","[NONE]","3",5,"Bad thing","Female",1956,"Working class","Rural area or village","Roman Catholic",5,"Don't read newspapers"
807,"North West","Political Authority: Strong Government, Government Stability","Labour","6",8,"Good thing","Female",1942,"Lower middle class","Rural area or village","Protestant",4,"metro"
807,"North West","Political Authority: Strong Government, Government Stability","Labour","6",8,"Good thing","Female",1942,"Lower middle class","Rural area or village","Protestant",4,"the formby times"
807,"North West","Political Authority: Strong Government, Government Stability","Labour","6",8,"Good thing","Female",1942,"Lower middle class","Rural area or village","Protestant",4,"the champion"
808,"West Midlands","Welfare State (code this if you cannot use specific codes)","[NONE]","4",88,"Neither","Female",1973,"Working class","Small or middle-sized town","Methodist",6,"sential"
809,"South East","Unemployment","[NONE]","7",5,"Good thing","Female",1989,"Working class","Rural area or village","Church of England",4,"guardian"
809,"South East","Unemployment","[NONE]","7",5,"Good thing","Female",1989,"Working class","Rural area or village","Church of England",4,"local paper/ camberly news//"
810,"West Midlands","Economic Conditions","Labour","5",5,"Good thing","Female",1972,"Middle class","Suburbs of large town or city","Roman Catholic",4,"daily telegraph"
811,"South West","National Way of Life (reference to patriotism/nationalism, support/opposition for established national ideas and/or valu","Conservatives","4",5,"Bad thing","Female",1989,"Working class","Suburbs of large town or city","No, do not belong to a denomination",2,"Don't read newspapers"
812,"South West","Economic Conditions","[NONE]","7",5,"Good thing","Female",1947,"Working class","Rural area or village","Church of England",4,"western morning news"
813,"North West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","7",3,"Good thing","Female",1952,"Lower middle class","Large town or city","Other",5,"guardian"
814,"London","Effects of financial crisis on domestic/ EU/ global economy. ","[NONE]","7",4,"Neither","Female",1951,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",4,"guardian"
815,"Yorkshire and The Humber","Unemployment","[NONE]","1 Day",5,"Neither","Female",1972,"Lower middle class","Rural area or village","Other",4,"Don't read newspapers"
816,"North West","Immigration","[DK]","7",8,"Good thing","Female",1934,"Working class","Rural area or village","Other",6,"daily express"
816,"North West","Immigration","[DK]","7",8,"Good thing","Female",1934,"Working class","Rural area or village","Other",6,"ellesmere port pineer"
816,"North West","Immigration","[DK]","7",8,"Good thing","Female",1934,"Working class","Rural area or village","Other",6,"the chester cronical"
817,"East Midlands","Unemployment","[NONE]","2",5,"Good thing","Female",1973,"Lower middle class","Rural area or village","No, do not belong to a denomination",3,"Don't read newspapers"
818,"Yorkshire and The Humber","Law and Order (code this if you cannot use specific codes)","[NONE]","7",3,"Neither","Female",1956,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",4,"Don't read newspapers"
819,"South West","[DK]","[NAP]","7",5,"Neither","Male",1985,"Lower middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"new york times"
820,"South East","Immigration","Conservatives","7",10,"Bad thing","Male",1932,"Working class","Small or middle-sized town","Church of England",7,"sun"
820,"South East","Immigration","Conservatives","7",10,"Bad thing","Male",1932,"Working class","Small or middle-sized town","Church of England",7,"news of the world"
821,"North West","Government intervention/control over the economy (prices , wages rents)","[NONE]","7",3,"Good thing","Male",1960,"Lower middle class","Rural area or village","No, do not belong to a denomination",4,"guardian"
821,"North West","Government intervention/control over the economy (prices , wages rents)","[NONE]","7",3,"Good thing","Male",1960,"Lower middle class","Rural area or village","No, do not belong to a denomination",4,"the times"
822,"East of England","Effects of financial crisis on domestic/ EU/ global economy. ","[DK]","7",6,"Neither","Female",1970,"Working class","Small or middle-sized town","Roman Catholic",3,"watford observer"
823,"Yorkshire and The Humber","Climate Change","Labour","7",5,"Bad thing","Female",1984,"Middle class","Rural area or village","Roman Catholic",6,"Don't read newspapers"
824,"North East","[REFUSED]","[NAP]","7",2,"Neither","Female",1962,"Working class","Small or middle-sized town","Roman Catholic",1,"daily mail"
824,"North East","[REFUSED]","[NAP]","7",2,"Neither","Female",1962,"Working class","Small or middle-sized town","Roman Catholic",1,"daily express"
825,"Scotland","Debt (public debt of a state, a community etc.)","Conservatives","7",7,"Bad thing","Male",1952,"Working class","Small or middle-sized town","No, do not belong to a denomination",2,"daily mail"
826,"London","Effects of financial crisis on domestic/ EU/ global economy. ","Labour","4",6,"Good thing","Female",1988,"Upper middle class","Large town or city","Roman Catholic",5,"the times"
827,"London","Law and Order (code this if you cannot use specific codes)","Conservatives","3",5,"Bad thing","Female",1986,"Middle class","Large town or city","Church of England",7,"Don't read newspapers"
828,"Wales","[DK]","[NAP]","7",7,"Good thing","Female",1989,"[DK]","Large town or city","No, do not belong to a denomination",3,"Don't read newspapers"
829,"East Midlands","Economic Conditions","[NONE]","7",5,"Good thing","Female",1968,"Working class","Small or middle-sized town","Church of England",3,"Don't read newspapers"
830,"South West","Economic Conditions","Labour","5",6,"Good thing","Female",1982,"Middle class","Rural area or village","No, do not belong to a denomination",5,"Don't read newspapers"
831,"Wales","Economic Conditions","[NONE]","3",10,"Neither","Female",1975,"Working class","Rural area or village","No, do not belong to a denomination",4,"sunday express"
831,"Wales","Economic Conditions","[NONE]","3",10,"Neither","Female",1975,"Working class","Rural area or village","No, do not belong to a denomination",4,"regional paper- south wales argus"
832,"Wales","Young People (policies aimed at, treatment)","[DK]","5",5,"Good thing","Male",1991,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"guardian"
832,"Wales","Young People (policies aimed at, treatment)","[DK]","5",5,"Good thing","Male",1991,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"the star"
832,"Wales","Young People (policies aimed at, treatment)","[DK]","5",5,"Good thing","Male",1991,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"the daily sport"
833,"London","Law and Order (code this if you cannot use specific codes)","Labour","7",6,"Neither","Female",1957,"Lower middle class","Large town or city","Roman Catholic",1,"Don't read newspapers"
834,"East of England","Pensions","[NONE]","0",5,"Neither","Female",1955,"Working class","Large town or city","No, do not belong to a denomination",2,"Don't read newspapers"
835,"East of England","[DK]","[NAP]","0",5,"Bad thing","Male",1989,"Middle class","Small or middle-sized town","No, do not belong to a denomination",4,"sun"
836,"Wales","Unemployment","[NONE]","2",88,"Good thing","Female",1978,"Working class","Large town or city","No, do not belong to a denomination",5,"Don't read newspapers"
837,"London","Unemployment","[NONE]","7",5,"Bad thing","Female",1971,"Middle class","Large town or city","Church of England",2,"sun"
838,"East of England","Unemployment","[NONE]","5",88,"Neither","Female",1960,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"sun"
838,"East of England","Unemployment","[NONE]","5",88,"Neither","Female",1960,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"evening echo/ local paper"
839,"Yorkshire and The Humber","Unemployment","[NONE]","7",3,"Good thing","Female",1958,"Lower middle class","Rural area or village","No, do not belong to a denomination",4,"daily mail"
840,"East Midlands","Economic Conditions","[DK]","4",0,"Good thing","Female",1988,"Lower middle class","Rural area or village","No, do not belong to a denomination",6,"guardian"
841,"East of England","Economic Conditions","Conservatives","7",5,"Good thing","Male",1968,"Working class","Suburbs of large town or city","No, do not belong to a denomination",3,"daily mail"
841,"East of England","Economic Conditions","Conservatives","7",5,"Good thing","Male",1968,"Working class","Suburbs of large town or city","No, do not belong to a denomination",3,"eastern evening news"
842,"East of England","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",0,"Neither","Female",1952,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",4,"daily mail"
842,"East of England","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",0,"Neither","Female",1952,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",4,"edp"
843,"East of England","Economic Conditions","[DK]","7",3,"Good thing","Male",1975,"Middle class","Small or middle-sized town","Muslim",3,"Don't read newspapers"
844,"South East","Debt (public debt of a state, a community etc.)","Conservatives","7",6,"Good thing","Male",1979,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"daily telegraph"
845,"Scotland","Any other topic","[NONE]","5",5,"Good thing","Female",1973,"Working class","Suburbs of large town or city","No, do not belong to a denomination",4,"guardian"
846,"West Midlands","Economic Conditions","[NONE]","7",5,"Bad thing","Male",1962,"Lower middle class","Large town or city","No, do not belong to a denomination",5,"the times"
847,"North West","Unemployment","[DK]","7",5,"Neither","Female",1951,"Lower middle class","Large town or city","No, do not belong to a denomination",3,"daily telegraph"
847,"North West","Unemployment","[DK]","7",5,"Neither","Female",1951,"Lower middle class","Large town or city","No, do not belong to a denomination",3,"daily express"
848,"West Midlands","Unemployment","[REFUSED]","7",88,"Neither","Female",1951,"Working class","Small or middle-sized town","Church of England",5,"Don't read newspapers"
849,"North East","Economic Conditions","Labour","2",5,"Good thing","Female",1964,"Middle class","Small or middle-sized town","Church of England",7,"Don't read newspapers"
850,"North West","[DK]","[NAP]","2",5,"[DK]","Male",1918,"[DK]","Small or middle-sized town","No, do not belong to a denomination",88,"Don't read newspapers"
851,"Yorkshire and The Humber","Free enterprise capitalism","[NONE]","5",4,"Good thing","Male",1968,"Middle class","Rural area or village","No, do not belong to a denomination",5,"guardian"
852,"West Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Liberal Democrats","7",2,"Good thing","Female",1965,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
853,"London","Unemployment","Labour","7",4,"Good thing","Male",1961,"Middle class","Large town or city","Roman Catholic",5,"daily telegraph"
853,"London","Unemployment","Labour","7",4,"Good thing","Male",1961,"Middle class","Large town or city","Roman Catholic",5,"guardian"
854,"Yorkshire and The Humber","Free enterprise capitalism","[NONE]","7",4,"Neither","Male",1960,"Middle class","Rural area or village","No, do not belong to a denomination",3,"the independent"
854,"Yorkshire and The Humber","Free enterprise capitalism","[NONE]","7",4,"Neither","Male",1960,"Middle class","Rural area or village","No, do not belong to a denomination",3,"the observer"
855,"North West","[DK]","[NAP]","6",4,"Good thing","Male",1978,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",2,"Don't read newspapers"
856,"Yorkshire and The Humber","Foreign policy in general, relations between states or (international) political organisations","Labour","2",10,"Bad thing","Male",1959,"Lower middle class","Small or middle-sized town","Muslim",4,"daily telegraph"
857,"South East","Immigration","[DK]","7",7,"Good thing","Female",1967,"Lower middle class","Rural area or village","Church of England",4,"daily mail"
858,"London","Climate Change","Green Party","7",0,"Good thing","Female",1988,"Lower middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"Don't read newspapers"
859,"East of England","Social Justice","Labour","7",2,"Good thing","Female",1954,"Middle class","Small or middle-sized town","No, do not belong to a denomination",4,"guardian"
860,"South East","Immigration","[NONE]","6",5,"Good thing","Male",1944,"Lower middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"daily mail"
861,"South East","Climate Change","Green Party","2",5,"Good thing","Female",1967,"Lower middle class","Large town or city","Church of England",2,"Don't read newspapers"
862,"South East","Climate Change","Green Party","7",7,"Good thing","Male",1965,"Middle class","Large town or city","No, do not belong to a denomination",4,"Don't read newspapers"
863,"South East","Free enterprise capitalism","[DK]","5",4,"Good thing","Female",1965,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
864,"Scotland","Economic Conditions","Labour","7",10,"Good thing","Male",1988,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"sun"
864,"Scotland","Economic Conditions","Labour","7",10,"Good thing","Male",1988,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"daily record"
865,"North West","Economic Conditions","Labour","7",10,"Neither","Female",1934,"Working class","Rural area or village","No, do not belong to a denomination",4,"the star"
866,"East Midlands","National employment policies","Labour","5",7,"Good thing","Male",1966,"Working class","Rural area or village","No, do not belong to a denomination",4,"sun"
867,"South East","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","7",5,"Bad thing","Female",1935,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
868,"Scotland","Any other topic","Liberal Democrats","7",7,"Bad thing","Female",1916,"Middle class","Rural area or village","Church of England",5,"Don't read newspapers"
869,"North East","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Labour","7",5,"Neither","Male",1971,"Lower middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"the star"
870,"South West","Effects of financial crisis on domestic/ EU/ global economy. ","Labour","7",5,"Good thing","Female",1945,"Middle class","Rural area or village","No, do not belong to a denomination",3,"the times"
870,"South West","Effects of financial crisis on domestic/ EU/ global economy. ","Labour","7",5,"Good thing","Female",1945,"Middle class","Rural area or village","No, do not belong to a denomination",3,"the sidmouth herald"
870,"South West","Effects of financial crisis on domestic/ EU/ global economy. ","Labour","7",5,"Good thing","Female",1945,"Middle class","Rural area or village","No, do not belong to a denomination",3,"sunday times"
871,"South East","Any other topic","[NONE]","4",6,"Good thing","Male",1967,"Middle class","Rural area or village","No, do not belong to a denomination",5,"the financial times"
872,"North West","Economic Conditions","Conservatives","7",4,"Neither","Male",1968,"Working class","Rural area or village","No, do not belong to a denomination",6,"daily telegraph"
872,"North West","Economic Conditions","Conservatives","7",4,"Neither","Male",1968,"Working class","Rural area or village","No, do not belong to a denomination",6,"the times"
873,"East Midlands","Debt (public debt of a state, a community etc.)","[NONE]","7",5,"Neither","Female",1945,"Lower middle class","Small or middle-sized town","Other",3,"Don't read newspapers"
874,"East of England","Debt (public debt of a state, a community etc.)","[OTHER (open answer recorded)]","7",4,"Bad thing","Female",1966,"Working class","Small or middle-sized town","Roman Catholic",5,"metro"
874,"East of England","Debt (public debt of a state, a community etc.)","[OTHER (open answer recorded)]","7",4,"Bad thing","Female",1966,"Working class","Small or middle-sized town","Roman Catholic",5,"the london newspaper"
